[TPRdata]																
0.012041771	0.024335477	0.03914972	0.048466041	0.055247677												
0.011041992	0.022747072	0.037454133	0.046435772	0.053253567												
0.010230422	0.021442632	0.035572055	0.044685792	0.05080543												
0.009603266	0.020176417	0.034148664	0.0430158	0.049092448												
0.009053142	0.019071277	0.03276351	0.041224146	0.047282538												
0.008454888	0.018178433	0.031338285	0.039849289	0.045662448												
0.007892842	0.017275123	0.03012549	0.038460814	0.044314655												
0.007381497	0.016527936	0.029260634	0.037396023	0.042599606												
0.006732926	0.01582956	0.027778102	0.035651928	0.041600153												
0.006175819	0.015094362	0.026887513	0.034749225	0.040191152												
0.005618713	0.014304827	0.025873469	0.033552237	0.039336975												
0.005061607	0.013687676	0.024997837	0.032617307	0.038375027												
0.0045045	0.013169581	0.024187926	0.03184328	0.037496393												
0.003947394	0.012630157	0.023321595	0.030981359	0.036581656												
0.003390287	0.012377224	0.022607708	0.030016228	0.036022912												
0.002833181	0.011803201	0.021875995	0.029250677	0.03527861												
0.002276075	0.011218235	0.021238009	0.028389113	0.034661758												
0.001718968	0.010891398	0.02052119	0.027522896	0.033909765												
0.001161862	0.010470122	0.019880629	0.026799782	0.033963254												
0.000604755	0.0101362	0.019427654	0.026053999	0.03431709												
4.76E-05	0.009793598	0.018697412	0.02523028	0.034878527												
0	0.008389015	0.016201817	0.022194148	0.032330989												
0	0.007259706	0.014106473	0.019583861	0.024161751												
0	0.006321901	0.012417143	0.017434835	0.021469606												
0	0.005648584	0.01091952	0.015607307	0.019358376												
0	0.004972219	0.009777596	0.014532531	0.017137544												
0	0.004382131	0.008693273	0.013879319	0.015350255												
0	0.003997723	0.007710833	0.013045152	0.01366393												
0	0.003611625	0.006942451	0.01253646	0.012688915												
0	0.003257438	0.006189803	0.010340728	0.011257357												
0	0.002948402	0.005778919	0.007800472	0.010183028												
